ZCTA,Households100to149K,Households150to199K,Households200KorMore,RFM1,RFM2,RFM3
92332,3,41,0,0,5,0
92338,0,0,0,0,0,0
92341,0,0,9,0,0,3
92347,0,0,0,0,0,0
92364,0,0,0,0,0,0
92384,4,6,0,0,2,0
93042,0,0,0,0,0,0
93043,0,4,0,0,2,0
93064,0,0,0,0,0,0
93208,0,0,0,0,0,0
93220,0,0,0,0,0,0
93251,0,1,4,0,1,2
93255,0,52,0,0,5,0
93262,0,0,0,0,0,0
93285,0,72,18,0,5,4
93410,0,0,0,0,0,0
93429,0,0,0,0,0,0
93512,0,8,0,0,2,0
93519,0,0,0,0,0,0
93522,0,0,0,0,0,0
93524,0,0,0,0,0,0
93528,0,0,0,0,0,0
93554,0,0,0,0,0,0
93558,0,0,0,0,0,0
93563,0,27,16,0,4,4
93592,0,9,0,0,2,0
93603,0,0,31,0,0,5
93608,0,0,0,0,0,0
93621,0,0,20,0,0,4
93627,0,0,0,0,0,0
93628,0,0,0,0,0,0
93633,0,0,0,0,0,0
93634,2,0,0,0,0,0
93641,0,16,0,0,3,0
93645,0,0,14,0,0,3
93665,0,0,0,0,0,0
93666,0,0,0,0,0,0
93669,0,0,0,0,0,0
93928,0,0,0,0,0,0
93943,0,0,0,0,0,0
94128,0,0,0,0,0,0
94573,0,6,0,0,2,0
94575,0,0,0,0,0,0
94613,0,0,0,0,0,0
94720,0,4,13,0,2,3
94850,0,0,0,0,0,0
94950,0,17,6,0,3,2
94964,0,16,0,0,3,0
95013,0,0,0,0,0,0
95039,0,28,8,0,4,3
95053,0,0,0,0,0,0
95140,4,14,5,0,3,2
95211,0,0,0,0,0,0
95226,0,0,0,0,0,0
95234,0,0,0,0,0,0
95248,0,0,0,0,0,0
95250,0,0,0,0,0,0
95305,0,0,0,0,0,0
95312,4,2,0,0,1,0
95314,0,0,0,0,0,0
95319,0,0,0,0,0,0
95325,0,0,0,0,0,0
95335,0,0,0,0,0,0
95364,0,0,0,0,0,0
95375,0,0,0,0,0,0
95387,0,0,0,0,0,0
95427,0,0,0,0,0,0
95430,0,0,0,0,0,0
95431,0,0,0,0,0,0
95435,0,0,0,0,0,0
95443,0,0,0,0,0,0
95444,0,35,18,0,4,4
95463,0,0,0,0,0,0
95488,0,0,9,0,0,3
95493,0,0,0,0,0,0
95494,0,13,12,0,3,3
95514,0,0,6,0,0,2
95526,0,8,3,0,2,2
95537,0,0,0,0,0,0
95545,0,0,3,0,0,2
95554,1,0,0,0,0,0
95556,2,1,0,0,1,0
95558,4,16,15,0,3,3
95559,0,0,0,0,0,0
95571,0,0,0,0,0,0
95585,0,0,11,0,0,3
95587,0,0,10,0,0,3
95595,0,4,14,0,2,3
95637,0,0,8,0,0,3
95646,2,5,0,0,2,0
95653,0,10,0,0,2,0
95675,0,0,0,0,0,0
95680,0,0,0,0,0,0
95698,0,26,0,0,4,0
95699,0,0,2,0,0,2
95715,0,4,10,0,2,3
95721,0,0,0,0,0,0
95724,0,0,0,0,0,0
95735,0,5,0,0,2,0
95736,0,0,10,0,0,3
95915,0,0,0,0,0,0
95923,4,0,0,0,0,0
95925,0,0,0,0,0,0
95934,0,0,0,0,0,0
95935,0,0,42,0,0,5
95944,0,0,0,0,0,0
95950,0,0,0,0,0,0
95974,0,0,0,0,0,0
95984,0,0,0,0,0,0
95986,0,0,0,0,0,0
96009,0,10,7,0,2,3
96010,2,0,0,0,0,0
96014,0,0,0,0,0,0
96031,0,0,0,0,0,0
96037,0,0,0,0,0,0
96046,0,0,0,0,0,0
96049,0,0,0,0,0,0
96068,0,0,0,0,0,0
96071,0,0,0,0,0,0
96074,3,3,2,0,2,2
96075,0,0,0,0,0,0
96076,0,0,0,0,0,0
96085,0,8,0,0,2,0
96108,0,0,0,0,0,0
96110,3,11,0,0,3,0
96115,0,0,0,0,0,0
96116,0,0,0,0,0,0
96117,4,0,0,0,0,0
96119,0,0,0,0,0,0
96123,0,0,0,0,0,0
96126,0,0,0,0,0,0
96132,0,0,0,0,0,0
96133,0,0,0,0,0,0
96135,0,23,0,0,4,0
96136,0,0,0,0,0,0
96148,0,18,11,0,3,3
96155,0,0,0,0,0,0
97635,0,15,0,0,3,0
80024,0,0,0,0,0,0
80264,0,0,0,0,0,0
80290,0,0,0,0,0,0
80293,0,0,0,0,0,0
80294,0,0,0,0,0,0
80310,0,0,0,0,0,0
80419,0,0,0,0,0,0
80423,0,0,6,0,0,2
80426,0,0,0,0,0,0
80434,0,0,0,0,0,0
80448,0,0,0,0,0,0
80468,0,0,35,0,0,5
80471,0,0,0,0,0,0
80473,3,0,0,0,0,0
80475,0,0,0,0,0,0
80479,0,0,0,0,0,0
80497,0,0,0,0,0,0
80511,0,0,0,0,0,0
80544,0,0,0,0,0,0
80746,1,9,0,0,2,0
80754,4,4,14,0,2,3
80755,3,0,0,0,0,0
80802,2,0,0,0,0,0
80823,4,2,0,0,1,0
80862,3,0,0,0,0,0
80913,0,5,0,0,2,0
80929,0,15,0,0,3,0
80939,0,0,0,0,0,0
81021,0,0,0,0,0,0
81024,0,23,0,0,4,0
81030,4,0,7,0,0,3
81033,0,0,0,0,0,0
81038,0,0,0,0,0,0
81043,0,0,0,0,0,0
81045,0,0,0,0,0,0
81081,3,6,1,0,2,2
81084,0,2,0,0,1,0
81124,0,0,0,0,0,0
81129,0,0,0,0,0,0
81138,0,0,0,0,0,0
81143,0,26,0,0,4,0
81148,3,0,0,0,0,0
81221,0,2,10,0,1,3
81222,0,0,20,0,0,4
81227,0,0,0,0,0,0
81231,0,0,0,0,0,0
81232,0,0,0,0,0,0
81237,0,0,0,0,0,0
81239,0,0,23,0,0,4
81248,0,0,0,0,0,0
81251,0,0,21,0,0,4
81320,0,0,0,0,0,0
81325,0,6,0,0,2,0
81327,0,0,0,0,0,0
81330,0,0,0,0,0,0
81335,0,0,0,0,0,0
81411,0,0,0,0,0,0
81522,0,0,0,0,0,0
81612,0,0,0,0,0,0
81633,0,0,0,0,0,0
81642,0,0,0,0,0,0
81653,0,0,0,0,0,0
81655,0,0,0,0,0,0
81656,0,20,0,0,3,0
6020,0,0,0,0,0,0
6022,0,38,25,0,4,4
6059,0,0,0,0,0,0
6061,0,49,0,0,5,0
6091,0,0,3,0,0,2
6160,0,0,0,0,0,0
6243,0,0,28,0,0,4
6263,0,8,10,0,2,3
6264,0,9,0,0,2,0
6336,4,5,15,0,2,3
6350,0,0,0,0,0,0
6353,0,0,0,0,0,0
6376,0,27,9,0,4,3
6389,0,0,0,0,0,0
6414,0,14,18,0,3,4
6444,0,0,14,0,0,3
6856,0,0,0,0,0,0
19710,0,0,0,0,0,0
19716,0,0,0,0,0,0
19717,0,0,0,0,0,0
19731,0,0,0,0,0,0
19732,0,0,0,0,0,0
19735,0,0,0,0,0,0
19736,0,0,0,0,0,0
19902,0,0,0,0,0,0
19936,0,0,17,0,0,4
19955,2,1,0,0,1,0
20045,0,0,0,0,0,0
20052,0,0,0,0,0,0
20053,0,0,0,0,0,0
20057,0,0,0,0,0,0
20064,0,0,0,0,0,0
20202,0,0,0,0,0,0
20204,0,0,0,0,0,0
20228,0,0,0,0,0,0
20230,0,0,0,0,0,0
20240,0,0,0,0,0,0
20245,0,0,0,0,0,0
20260,0,0,0,0,0,0
20307,0,0,0,0,0,0
20317,0,5,0,0,2,0
20319,0,0,0,0,0,0
20373,0,0,0,0,0,0
20390,0,0,0,0,0,0
20405,0,0,0,0,0,0
20418,0,0,0,0,0,0
20427,0,0,0,0,0,0
20506,0,0,0,0,0,0
20510,0,0,0,0,0,0
20520,0,0,0,0,0,0
20535,0,0,0,0,0,0
20540,0,0,0,0,0,0
20551,0,0,0,0,0,0
20553,0,0,0,0,0,0
20560,0,0,0,0,0,0
20565,0,0,0,0,0,0
20566,0,0,0,0,0,0
20593,0,0,0,0,0,0
32026,0,0,0,0,0,0
32044,1,46,24,0,5,4
32133,0,0,0,0,0,0
32190,0,0,7,0,0,3
32228,0,0,0,0,0,0
32330,0,0,0,0,0,0
32356,0,0,0,0,0,0
32399,0,0,0,0,0,0
32427,1,6,7,0,2,3
32432,0,0,0,0,0,0
32447,0,0,0,0,0,0
32461,0,0,25,0,0,4
32463,0,0,0,0,0,0
32509,0,0,0,0,0,0
32511,0,0,0,0,0,0
32530,0,0,0,0,0,0
32612,0,0,0,0,0,0
32639,0,0,0,0,0,0
32681,0,0,0,0,0,0
32683,0,0,0,0,0,0
32692,0,29,0,0,4,0
32830,0,0,0,0,0,0
32831,0,0,0,0,0,0
32970,0,0,0,0,0,0
33101,0,0,0,0,0,0
33620,0,0,0,0,0,0
33744,0,0,0,0,0,0
33847,0,0,0,0,0,0
33848,0,0,0,0,0,0
33855,0,0,0,0,0,0
33856,0,0,0,0,0,0
33877,0,0,0,0,0,0
33924,0,0,0,0,0,0
33930,0,0,56,0,0,5
33944,0,0,0,0,0,0
33945,0,0,0,0,0,0
33965,0,0,0,0,0,0
34101,0,0,0,0,0,0
34137,0,0,0,0,0,0
34140,0,0,0,0,0,0
34141,0,0,0,0,0,0
34268,0,0,0,0,0,0
34445,0,0,0,0,0,0
34661,0,0,0,0,0,0
34679,0,0,0,0,0,0
34739,0,0,0,0,0,0
30118,0,0,0,0,0,0
30148,0,0,0,0,0,0
30164,0,0,0,0,0,0
30250,0,0,0,0,0,0
30284,0,0,0,0,0,0
30285,0,0,14,0,0,3
30289,4,0,0,0,0,0
30322,0,0,0,0,0,0
30332,0,0,0,0,0,0
30334,0,0,0,0,0,0
30336,0,9,0,0,2,0
30423,0,0,0,0,0,0
30429,0,0,0,0,0,0
30438,0,0,0,0,0,0
30448,0,0,2,0,0,2
30449,0,5,0,0,2,0
30460,0,0,0,0,0,0
30464,0,0,7,0,0,3
30475,0,0,0,0,0,0
30562,4,9,0,0,2,0
30573,0,4,1,0,2,2
30581,0,0,0,0,0,0
30602,0,0,0,0,0,0
30609,0,0,0,0,0,0
30623,1,0,0,0,0,0
30664,0,0,0,0,0,0
30665,0,0,0,0,0,0
30726,0,0,0,0,0,0
30751,0,0,0,0,0,0
30756,0,0,0,0,0,0
30757,0,34,28,0,4,4
30807,4,1,0,0,1,0
30812,0,0,0,0,0,0
30912,0,0,0,0,0,0
31003,1,0,0,0,0,0
31039,0,0,0,0,0,0
31041,0,0,5,0,0,2
31045,0,0,0,0,0,0
31050,0,15,13,0,3,3
31051,0,4,0,0,2,0
31062,0,0,0,0,0,0
31081,0,0,0,0,0,0
31083,2,0,0,0,0,0
31084,0,0,0,0,0,0
31207,0,0,0,0,0,0
31213,0,0,0,0,0,0
31304,0,0,0,0,0,0
31307,0,0,0,0,0,0
31309,0,0,0,0,0,0
31314,0,0,0,0,0,0
31409,0,0,0,0,0,0
31524,0,0,0,0,0,0
31556,2,0,0,0,0,0
31567,0,0,7,0,0,3
31623,0,0,0,0,0,0
31698,0,0,0,0,0,0
31699,0,0,0,0,0,0
31722,1,1,2,0,1,2
31743,0,0,0,0,0,0
31798,0,0,0,0,0,0
31810,1,0,0,0,0,0
31814,0,0,0,0,0,0
31832,0,0,0,0,0,0
39836,0,8,0,0,2,0
39866,4,1,5,0,1,2
39885,1,0,0,0,0,0
96710,0,36,0,0,4,0
96751,0,0,0,0,0,0
96780,4,13,17,0,3,4
96850,0,0,0,0,0,0
96853,0,0,0,0,0,0
96857,0,0,0,0,0,0
96859,0,0,0,0,0,0
96860,0,0,0,0,0,0
96863,0,0,0,0,0,0
83203,0,0,0,0,0,0
83209,0,0,0,0,0,0
83215,0,0,1,0,0,2
83227,0,0,0,0,0,0
83233,0,0,0,0,0,0
83235,0,0,0,0,0,0
83238,0,0,0,0,0,0
83243,0,0,0,0,0,0
83253,0,0,0,0,0,0
83281,0,8,0,0,2,0
83285,2,2,0,0,1,0
83312,0,5,0,0,2,0
83322,0,0,1,0,0,2
83337,0,0,11,0,0,3
83354,0,0,0,0,0,0
83424,0,0,18,0,0,4
83433,0,0,0,0,0,0
83446,0,0,0,0,0,0
83460,0,0,0,0,0,0
83469,0,0,0,0,0,0
83525,0,10,0,0,2,0
83542,0,0,0,0,0,0
83548,0,2,0,0,1,0
83601,0,0,0,0,0,0
83602,0,0,0,0,0,0
83636,0,21,25,0,3,4
83637,0,0,0,0,0,0
83650,2,0,13,0,0,3
83657,0,0,0,0,0,0
83666,2,0,0,0,0,0
83671,0,0,0,0,0,0
83677,0,0,0,0,0,0
83802,0,0,0,0,0,0
83808,2,0,1,0,0,2
83812,0,0,0,0,0,0
83826,0,0,0,0,0,0
83827,4,2,0,0,1,0
83830,1,0,0,0,0,0
83834,0,0,0,0,0,0
83844,0,0,0,0,0,0
83852,0,15,0,0,3,0
83866,0,0,0,0,0,0
83867,0,47,0,0,5,0
83874,0,0,0,0,0,0
60141,0,0,0,0,0,0
60144,1,2,0,0,1,0
60539,0,0,0,0,0,0
60549,0,0,24,0,0,4
60932,0,7,0,0,2,0
60946,1,6,17,0,2,4
60969,1,0,0,0,0,0
61027,0,0,0,0,0,0
61037,0,0,0,0,0,0
61043,0,2,0,0,1,0
61057,0,12,0,0,3,0
61091,0,0,0,0,0,0
61112,0,0,0,0,0,0
61258,1,0,0,0,0,0
61276,0,0,0,0,0,0
61315,3,0,3,0,0,2
61328,0,0,0,0,0,0
61331,0,0,0,0,0,0
61346,1,0,0,0,0,0
61416,1,0,0,0,0,0
61417,0,0,0,0,0,0
61419,1,0,2,0,0,2
61435,0,0,0,0,0,0
61471,2,0,2,0,0,2
61479,0,0,5,0,0,2
61541,4,0,0,0,0,0
61543,2,0,0,0,0,0
61552,0,0,0,0,0,0
61625,0,0,0,0,0,0
61750,0,0,0,0,0,0
61751,0,0,0,0,0,0
61855,0,0,0,0,0,0
61941,0,0,0,0,0,0
62030,0,0,0,0,0,0
62059,0,0,0,0,0,0
62070,0,0,0,0,0,0
62078,1,0,0,0,0,0
62085,2,0,3,0,0,2
62098,0,0,0,0,0,0
62248,4,4,7,0,2,3
62261,0,0,0,0,0,0
62279,0,0,0,0,0,0
62334,1,2,0,0,1,0
62336,0,4,0,0,2,0
62344,3,0,0,0,0,0
62346,2,0,12,0,0,3
62348,2,0,0,0,0,0
62357,0,27,0,0,4,0
62380,2,0,0,0,0,0
62514,0,19,6,0,3,2
62517,4,0,0,0,0,0
62519,0,0,0,0,0,0
62523,0,0,0,0,0,0
62532,0,5,0,0,2,0
62537,0,0,0,0,0,0
62541,0,0,0,0,0,0
62610,1,2,0,0,1,0
62622,0,0,5,0,0,2
62655,4,0,9,0,0,3
62672,4,0,0,0,0,0
62811,3,0,0,0,0,0
62817,2,1,0,0,1,0
62825,2,8,0,0,2,0
62829,0,0,0,0,0,0
62867,3,7,3,0,2,2
62874,4,4,0,0,2,0
62879,0,0,0,0,0,0
62928,1,0,0,0,0,0
62950,0,7,0,0,2,0
62961,0,0,0,0,0,0
62962,0,0,0,0,0,0
62965,0,0,2,0,0,2
62976,0,0,0,0,0,0
62998,0,0,7,0,0,3
46045,0,0,0,0,0,0
46047,0,0,0,0,0,0
46111,3,0,0,0,0,0
46125,0,0,0,0,0,0
46144,0,0,0,0,0,0
46155,0,0,0,0,0,0
46183,0,0,0,0,0,0
46290,0,17,43,0,3,5
46345,3,4,0,0,2,0
46377,0,17,0,0,3,0
46508,1,0,0,0,0,0
46704,0,0,0,0,0,0
46771,0,0,0,0,0,0
46786,0,0,0,0,0,0
46799,2,0,0,0,0,0
46922,0,0,0,0,0,0
46930,3,0,0,0,0,0
46931,4,0,0,0,0,0
46946,0,0,0,0,0,0
46967,0,0,0,0,0,0
46988,0,0,23,0,0,4
47035,0,0,0,0,0,0
47104,0,0,0,0,0,0
47110,0,0,0,0,0,0
47123,0,0,0,0,0,0
47160,0,0,0,0,0,0
47306,0,0,0,0,0,0
47367,0,0,0,0,0,0
47382,2,0,0,0,0,0
47405,0,0,0,0,0,0
47406,0,0,0,0,0,0
47420,0,0,0,0,0,0
47427,0,0,0,0,0,0
47434,0,0,0,0,0,0
47437,0,0,28,0,0,4
47455,0,0,0,0,0,0
47458,0,19,0,0,3,0
47464,3,0,1,0,0,2
47467,0,0,0,0,0,0
47514,0,10,0,0,2,0
47522,3,2,0,0,1,0
47528,4,1,0,0,1,0
47536,0,0,0,0,0,0
47552,0,0,40,0,0,5
47574,0,0,24,0,0,4
47584,0,3,0,0,2,0
47596,0,0,0,0,0,0
47654,3,1,0,0,1,0
47809,0,0,0,0,0,0
47836,0,0,0,0,0,0
47853,3,0,0,0,0,0
47858,0,17,18,0,3,4
47863,0,0,0,0,0,0
47865,0,0,0,0,0,0
47876,0,0,0,0,0,0
47907,0,0,0,0,0,0
47916,2,0,0,0,0,0
47924,0,0,0,0,0,0
47925,0,0,0,0,0,0
47958,2,1,0,0,1,0
47969,2,4,0,0,2,0
47982,4,0,0,0,0,0
47983,0,0,0,0,0,0
47994,4,2,1,0,1,2
50011,0,0,0,0,0,0
50012,0,0,0,0,0,0
50032,0,0,0,0,0,0
50033,4,1,0,0,1,0
50038,0,0,0,0,0,0
50041,0,0,0,0,0,0
50052,4,5,0,0,2,0
50057,0,10,0,0,2,0
50064,0,5,0,0,2,0
50067,0,3,0,0,2,0
50101,1,0,0,0,0,0
50103,4,13,4,0,3,2
50116,1,0,0,0,0,0
50127,0,0,0,0,0,0
50165,0,0,0,0,0,0
50218,1,2,0,0,1,0
50227,0,0,0,0,0,0
50239,0,0,0,0,0,0
50255,2,0,0,0,0,0
50262,4,2,28,0,1,4
50319,0,0,0,0,0,0
50426,3,0,0,0,0,0
50431,4,3,0,0,2,0
50433,0,0,0,0,0,0
50454,0,0,0,0,0,0
50465,3,2,0,0,1,0
50477,4,8,2,0,2,2
50527,1,5,0,0,2,0
50551,0,0,0,0,0,0
50556,0,8,23,0,2,4
50593,0,0,0,0,0,0
50620,2,0,0,0,0,0
50652,1,0,0,0,0,0
50664,0,0,0,0,0,0
50671,1,2,8,0,1,3
50835,2,6,0,0,2,0
50836,2,5,5,0,2,2
50839,4,0,0,0,0,0
50847,2,0,0,0,0,0
50848,4,7,0,0,2,0
50860,0,0,5,0,0,2
51010,4,7,1,0,2,2
51011,0,2,0,0,1,0
51044,4,19,0,0,3,0
51101,0,0,16,0,0,4
51111,0,0,0,0,0,0
51341,0,1,0,0,1,0
51363,4,0,0,0,0,0
51459,1,0,2,0,0,2
51648,0,7,11,0,2,3
51656,2,0,0,0,0,0
52066,0,0,0,0,0,0
52134,4,25,0,0,4,0
52166,4,0,0,0,0,0
52222,2,0,7,0,0,3
52242,0,0,0,0,0,0
52308,0,0,0,0,0,0
52312,1,0,0,0,0,0
52359,1,0,8,0,0,3
52548,2,0,3,0,0,2
52555,4,0,0,0,0,0
52557,0,0,0,0,0,0
52573,0,0,6,0,0,2
52581,4,4,22,0,2,4
52588,0,0,0,0,0,0
52660,0,0,0,0,0,0
52767,0,0,0,0,0,0
66019,0,0,0,0,0,0
66031,0,0,0,0,0,0
66045,0,0,0,0,0,0
66115,0,0,0,0,0,0
66118,0,0,0,0,0,0
66506,0,0,0,0,0,0
66522,2,0,0,0,0,0
66541,4,0,0,0,0,0
66621,0,0,0,0,0,0
66622,0,0,0,0,0,0
66728,0,0,0,0,0,0
66732,2,15,2,0,3,2
66735,0,0,0,0,0,0
66746,1,0,2,0,0,2
66758,1,5,4,0,2,2
66760,0,0,0,0,0,0
66775,0,0,0,0,0,0
66778,0,0,0,0,0,0
66782,1,0,0,0,0,0
66843,0,0,0,0,0,0
66859,3,0,3,0,0,2
66863,0,6,0,0,2,0
66932,0,0,0,0,0,0
66936,4,6,0,0,2,0
66942,1,0,0,0,0,0
66944,2,6,15,0,2,3
66946,4,8,0,0,2,0
66958,3,7,0,0,2,0
66960,1,0,0,0,0,0
66963,2,5,0,0,2,0
66964,0,0,1,0,0,2
67012,0,0,0,0,0,0
67021,3,0,0,0,0,0
67023,2,1,5,0,1,2
67036,4,0,6,0,0,2
67061,0,4,2,0,2,2
67105,2,2,1,0,1,2
67143,0,2,0,0,1,0
67150,0,0,0,0,0,0
67260,0,0,0,0,0,0
67334,0,0,0,0,0,0
67345,1,0,0,0,0,0
67355,0,10,0,0,2,0
67360,1,0,9,0,0,3
67364,3,0,0,0,0,0
67417,2,1,10,0,1,3
67423,4,3,4,0,2,2
67430,4,2,4,0,1,2
67438,2,0,2,0,0,2
67442,0,0,0,0,0,0
67447,3,7,26,0,2,4
67452,0,7,0,0,2,0
67468,4,12,1,0,3,2
67475,0,1,2,0,1,2
67478,3,0,0,0,0,0
67482,0,0,0,0,0,0
67492,4,0,0,0,0,0
67510,0,0,2,0,0,2
67513,1,0,0,0,0,0
67515,0,0,5,0,0,2
67518,4,1,0,0,1,0
67519,0,0,0,0,0,0
67556,1,6,0,0,2,0
67559,0,0,0,0,0,0
67584,2,2,0,0,1,0
67625,4,0,0,0,0,0
67629,1,0,0,0,0,0
67631,0,0,2,0,0,2
67635,2,0,7,0,0,3
67659,0,0,0,0,0,0
67673,0,0,0,0,0,0
67674,0,0,0,0,0,0
67747,1,0,10,0,0,3
67836,2,0,3,0,0,2
67840,4,1,0,0,1,0
67843,0,0,0,0,0,0
67857,1,0,0,0,0,0
67862,2,0,0,0,0,0
67863,0,0,0,0,0,0
67868,0,0,0,0,0,0
40007,0,0,0,0,0,0
40020,2,4,1,0,2,2
40025,4,2,26,0,1,4
40036,0,11,0,0,3,0
40040,1,1,0,0,1,0
40041,0,43,18,0,5,4
40048,0,0,0,0,0,0
40049,0,0,0,0,0,0
40058,0,0,0,0,0,0
40063,0,0,0,0,0,0
40110,0,0,0,0,0,0
40161,0,0,0,0,0,0
40171,0,0,0,0,0,0
40209,0,0,0,0,0,0
40231,0,0,0,0,0,0
40334,0,0,0,0,0,0
40339,0,0,0,0,0,0
40363,0,0,0,0,0,0
40376,0,0,0,0,0,0
40404,0,0,0,0,0,0
40434,0,0,0,0,0,0
40448,0,0,0,0,0,0
40481,0,0,0,0,0,0
40506,0,0,0,0,0,0
40604,0,0,0,0,0,0
40737,0,53,0,0,5,0
40743,0,0,0,0,0,0
40771,0,0,0,0,0,0
40801,0,0,12,0,0,3
40808,0,0,0,0,0,0
40815,0,0,0,0,0,0
40816,0,0,0,0,0,0
40818,0,0,0,0,0,0
40819,0,25,0,0,4,0
40820,0,0,0,0,0,0
40824,0,0,0,0,0,0
40826,4,0,0,0,0,0
40829,0,0,0,0,0,0
40830,0,0,0,0,0,0
40840,0,0,0,0,0,0
40843,0,0,0,0,0,0
40844,0,0,0,0,0,0
40845,0,0,0,0,0,0
40849,0,0,0,0,0,0
40858,0,0,0,0,0,0
40863,0,0,0,0,0,0
40865,0,0,0,0,0,0
40868,0,0,0,0,0,0
40874,0,0,0,0,0,0
40902,0,0,0,0,0,0
40913,0,0,0,0,0,0
40921,0,0,0,0,0,0
40939,0,0,0,0,0,0
40940,0,0,0,0,0,0
40941,0,0,0,0,0,0
40943,0,0,0,0,0,0
40946,0,0,0,0,0,0
40949,0,0,0,0,0,0
40953,0,0,0,0,0,0
40958,0,0,0,0,0,0
40964,0,9,0,0,2,0
40979,0,0,0,0,0,0
40982,0,0,0,0,0,0
40983,0,0,0,0,0,0
40988,0,0,0,0,0,0
40995,0,0,0,0,0,0
40997,0,0,0,0,0,0
41052,0,0,19,0,0,4
41062,0,0,0,0,0,0
41099,0,0,0,0,0,0
41135,0,0,0,0,0,0
41142,0,0,0,0,0,0
41146,0,0,0,0,0,0
41149,0,0,0,0,0,0
41159,4,0,8,0,0,3
41201,0,5,0,0,2,0
41214,0,0,0,0,0,0
41226,0,0,0,0,0,0
41231,0,49,0,0,5,0
41254,0,8,0,0,2,0
41264,0,0,0,0,0,0
41268,0,13,0,0,3,0
41365,0,6,0,0,2,0
41366,0,0,0,0,0,0
41367,0,0,0,0,0,0
41390,0,0,0,0,0,0
41397,0,0,0,0,0,0
41408,0,4,11,0,2,3
41517,0,0,0,0,0,0
41524,0,0,0,0,0,0
41526,0,0,0,0,0,0
41528,0,13,0,0,3,0
41534,0,0,0,0,0,0
41538,0,0,0,0,0,0
41543,0,0,0,0,0,0
41547,0,0,0,0,0,0
41559,0,0,0,0,0,0
41563,2,5,0,0,2,0
41567,0,0,0,0,0,0
41568,0,0,0,0,0,0
41571,0,0,0,0,0,0
41604,0,0,0,0,0,0
41606,0,0,0,0,0,0
41607,0,0,0,0,0,0
41612,0,0,0,0,0,0
41615,0,0,0,0,0,0
41619,0,0,0,0,0,0
41621,0,0,0,0,0,0
41622,0,0,0,0,0,0
41642,0,0,0,0,0,0
41643,0,0,0,0,0,0
41650,0,0,0,0,0,0
41660,0,0,0,0,0,0
41663,0,25,0,0,4,0
41713,0,0,0,0,0,0
41714,0,0,0,0,0,0
41725,0,10,0,0,2,0
41729,0,0,0,0,0,0
41739,0,0,0,0,0,0
41740,0,22,9,0,4,3
41751,4,8,0,0,2,0
41754,0,5,0,0,2,0
41759,0,7,0,0,2,0
41760,0,0,0,0,0,0
41762,0,0,0,0,0,0
41764,0,13,0,0,3,0
41766,0,0,0,0,0,0
41775,0,0,0,0,0,0
41810,0,0,0,0,0,0
41815,0,0,27,0,0,4
41817,0,0,0,0,0,0
41833,0,0,0,0,0,0
41834,0,5,0,0,2,0
41840,0,6,8,0,2,3
41845,0,0,0,0,0,0
41848,0,0,0,0,0,0
41849,0,0,0,0,0,0
41859,0,0,0,0,0,0
41861,0,0,0,0,0,0
42032,4,0,0,0,0,0
42037,0,0,0,0,0,0
42060,0,0,0,0,0,0
42061,0,0,0,0,0,0
42084,0,0,0,0,0,0
42102,0,0,0,0,0,0
42124,0,0,0,0,0,0
42151,0,0,0,0,0,0
42153,0,7,0,0,2,0
42163,0,0,0,0,0,0
42285,0,16,0,0,3,0
42321,0,0,0,0,0,0
42322,0,0,0,0,0,0
42326,0,0,29,0,0,4
42332,0,0,0,0,0,0
42338,0,0,0,0,0,0
42354,2,17,0,0,3,0
42356,0,0,0,0,0,0
42451,0,0,0,0,0,0
42463,4,0,0,0,0,0
42528,0,24,13,0,4,3
42565,0,0,0,0,0,0
42566,0,0,0,0,0,0
42603,0,0,0,0,0,0
42631,0,0,0,0,0,0
42638,0,0,0,0,0,0
42715,4,0,0,0,0,0
42731,0,0,0,0,0,0
42753,0,0,8,0,0,3
42758,0,9,0,0,2,0
42764,0,29,0,0,4,0
70050,0,0,0,0,0,0
70076,0,0,0,0,0,0
70139,0,0,0,0,0,0
70163,0,0,0,0,0,0
70340,0,0,0,0,0,0
70375,0,0,0,0,0,0
70391,0,0,0,0,0,0
70402,0,0,0,0,0,0
70436,0,32,0,0,4,0
70442,0,18,0,0,3,0
70451,0,0,0,0,0,0
70463,0,0,0,0,0,0
70465,0,0,0,0,0,0
70519,0,0,0,0,0,0
70524,0,0,0,0,0,0
70537,0,0,0,0,0,0
70550,0,0,0,0,0,0
70558,0,0,0,0,0,0
70575,0,0,0,0,0,0
70580,0,0,0,0,0,0
70585,4,7,0,0,2,0
70643,0,0,0,0,0,0
70644,0,0,0,0,0,0
70650,0,0,0,0,0,0
70651,0,0,0,0,0,0
70654,0,21,0,0,3,0
70662,0,0,0,0,0,0
70773,0,0,0,0,0,0
70782,0,0,0,0,0,0
70787,0,25,0,0,4,0
70789,4,21,0,0,3,0
70803,0,0,0,0,0,0
70836,0,0,0,0,0,0
71021,0,0,0,0,0,0
71029,4,6,2,0,2,2
71069,4,4,5,0,2,2
71079,0,0,0,0,0,0
71209,0,0,0,0,0,0
71223,4,0,0,0,0,0
71233,4,0,0,0,0,0
71243,0,10,15,0,2,3
71250,4,0,0,0,0,0
71253,3,1,0,0,1,0
71272,0,0,0,0,0,0
71277,3,28,8,0,4,3
71279,0,0,0,0,0,0
71316,0,0,0,0,0,0
71323,0,71,10,0,5,3
71339,0,53,0,0,5,0
71345,0,0,0,0,0,0
