ZCTA,Households100to149K,Households150to199K,Households200KorMore,RFM1,RFM2,RFM3
63379,1546,506,316,8,8,8
63401,982,283,192,8,7,7
63640,1412,357,227,8,7,7
63755,1384,523,368,8,8,8
63775,962,112,153,8,6,7
63801,973,228,237,8,7,7
63901,975,119,371,8,6,8
64012,1571,637,403,8,8,8
64029,1316,456,124,8,8,6
64034,1056,423,247,8,8,7
64055,1759,437,461,8,8,8
64057,1055,355,226,8,7,7
64060,1099,566,307,8,8,7
64063,1721,492,382,8,8,8
64064,1628,697,1368,8,8,9
64079,1291,488,419,8,8,8
64082,1590,959,843,8,9,9
64089,1197,365,367,8,7,8
64093,1502,343,183,8,7,7
64111,1129,395,198,8,8,7
64113,1171,735,1473,8,8,9
64131,1051,448,274,8,8,7
64138,1331,184,126,8,7,6
64157,1596,1169,874,8,9,9
64506,1349,427,435,8,8,8
64801,1242,444,406,8,8,8
64804,1559,547,621,8,8,8
65101,1601,595,263,8,8,7
65201,1468,791,484,8,8,8
65301,1296,314,250,8,7,7
65401,1301,577,439,8,8,8
65616,1154,335,206,8,7,7
65721,1575,454,446,8,8,8
65802,1346,369,254,8,8,7
65803,1169,526,242,8,8,7
65807,1778,506,260,8,8,7
65809,1294,428,671,8,8,8
65810,1663,669,724,8,8,8
59106,1385,676,1042,8,8,9
59404,1760,760,754,8,8,8
59405,1301,307,263,8,7,7
59701,1674,494,398,8,8,8
59714,1755,304,307,8,7,7
59801,1062,513,303,8,8,7
59803,1052,577,626,8,8,8
59808,1299,627,280,8,8,7
59937,1038,400,502,8,8,8
68005,1360,428,288,8,8,7
68007,1362,463,622,8,8,8
68008,1017,328,232,8,7,7
68025,1520,365,334,8,7,8
68028,1299,816,665,8,9,8
68048,982,282,199,8,7,7
68104,1551,327,379,8,7,8
68106,1340,423,259,8,8,7
68114,1091,492,737,8,8,8
68122,1095,254,194,8,7,7
68124,1119,465,846,8,8,9
68127,1140,401,357,8,8,8
68128,1460,658,333,8,8,8
68130,1614,968,1682,8,9,9
68133,1323,550,495,8,8,8
68134,1776,414,154,8,8,7
68136,1687,889,682,8,9,8
68138,1206,313,212,8,7,7
68154,1558,760,986,8,8,9
68502,1312,380,432,8,8,8
68507,1056,330,147,8,7,7
68510,1113,342,353,8,7,8
68512,992,440,553,8,8,8
68601,1460,493,440,8,8,8
68701,1529,529,397,8,8,8
68801,1293,392,364,8,8,8
68803,1454,585,304,8,8,7
68845,1344,590,478,8,8,8
68901,1420,345,334,8,7,8
89005,1048,426,447,8,8,8
89027,1001,271,185,8,7,7
89030,968,195,102,8,7,6
89102,984,358,365,8,7,8
89103,1573,399,557,8,8,8
89104,1201,260,142,8,7,7
89107,1204,236,211,8,7,7
89115,1234,325,99,8,7,6
89118,1007,356,432,8,7,8
89119,1400,232,171,8,7,7
89120,1132,425,395,8,8,8
89138,1492,817,1385,8,9,9
89142,1580,302,118,8,7,6
89144,1525,688,1068,8,8,9
89145,1436,450,696,8,8,8
89156,1012,300,156,8,7,7
89403,1078,334,201,8,7,7
89406,1417,469,359,8,8,8
89408,1334,192,166,8,7,7
89431,1447,313,259,8,7,7
89434,1716,611,270,8,8,7
89441,1453,422,429,8,8,8
89445,1321,429,293,8,8,7
89502,1780,537,463,8,8,8
89503,1693,647,490,8,8,8
89508,1010,261,172,8,7,7
89701,1427,522,315,8,8,8
89815,1474,647,263,8,8,7
3045,1166,645,433,8,8,8
3055,1403,664,442,8,8,8
3060,1400,714,376,8,8,8
3063,1576,486,849,8,8,9
3064,1020,526,547,8,8,8
3076,1141,745,785,8,8,8
3077,1070,297,142,8,7,7
3106,1043,441,580,8,8,8
3110,1732,1365,2020,8,9,9
3246,987,467,273,8,8,7
3303,1223,395,358,8,8,8
3431,1317,417,515,8,8,8
3833,1488,859,1558,8,9,9
3842,1328,640,995,8,8,9
3867,1315,475,301,8,8,7
7005,1034,663,1231,8,8,9
7008,1353,490,488,8,8,8
7010,1710,1005,1254,8,9,9
7016,1530,1457,2339,8,9,9
7017,1541,507,300,8,8,7
7018,1567,318,267,8,7,7
7020,1099,1009,1273,8,9,9
7026,1377,893,735,8,9,8
7029,1396,659,444,8,8,8
7031,1185,582,965,8,8,9
7034,960,210,331,8,7,8
7039,1722,1440,4356,8,9,9
7040,1242,983,2716,8,9,9
7044,1069,970,1187,8,9,9
7050,969,186,262,8,7,7
7066,1307,876,1085,8,9,9
7067,1618,878,996,8,9,9
7070,1278,891,1369,8,9,9
7071,1740,1116,798,8,9,8
7076,1627,1242,2522,8,9,9
7081,1496,867,1357,8,9,9
7086,989,570,1783,8,8,9
7090,1488,1219,4421,8,9,9
7094,1611,1163,1461,8,9,9
7095,1468,873,565,8,9,8
7104,1721,884,420,8,9,8
7106,1132,441,283,8,8,7
7202,1690,458,270,8,8,7
7203,1071,680,373,8,8,8
7204,983,472,318,8,8,8
7205,1152,748,525,8,8,8
7208,1240,688,438,8,8,8
7310,1026,948,2024,8,9,9
7405,1304,894,1539,8,9,9
7407,1480,689,412,8,8,8
7436,1013,699,1010,8,8,9
7438,1047,811,641,8,9,8
7442,1029,496,532,8,8,8
7446,974,821,1878,8,9,9
7450,1315,837,3945,8,9,9
7461,1530,995,408,8,9,8
7480,1260,925,863,8,9,9
7481,1092,878,2146,8,9,9
7506,1679,795,1073,8,8,9
7508,1172,1000,857,8,9,9
7628,1442,711,1049,8,8,9
7644,1345,661,746,8,8,8
7646,993,920,904,8,9,9
7650,1341,678,730,8,8,8
7652,1698,1304,2004,8,9,9
7660,1026,624,473,8,8,8
7663,1521,635,668,8,8,8
7701,1583,1092,1931,8,9,9
7724,1767,716,1170,8,8,9
7730,1215,922,826,8,9,8
7735,1478,645,598,8,8,8
7740,1461,991,846,8,9,9
7746,1170,880,2169,8,9,9
7751,1174,1002,2181,8,9,9
7801,1372,827,493,8,9,8
7834,1195,1177,1764,8,9,9
7843,1001,403,437,8,8,8
7869,1608,1203,3051,8,9,9
7871,1473,1249,1940,8,9,9
7882,1136,603,573,8,8,8
7901,1090,934,3407,8,9,9
7950,1617,1146,1748,8,9,9
8004,1181,398,377,8,8,8
8005,1746,707,593,8,8,8
8009,1065,699,331,8,8,8
8015,1272,369,265,8,8,7
8028,1115,618,439,8,8,8
8033,1153,682,1827,8,8,9
8034,1290,877,1078,8,9,9
8037,1276,982,738,8,9,8
8052,1346,528,354,8,8,8
8057,1177,955,2638,8,9,9
8062,1224,878,1510,8,9,9
8077,1491,1144,1098,8,9,9
8085,1625,1042,1474,8,9,9
8088,1756,1144,979,8,9,9
8108,1622,939,1139,8,9,9
8109,1519,586,349,8,8,8
8110,1061,212,232,8,7,7
8204,1397,524,538,8,8,8
8210,1246,518,397,8,8,8
8318,989,505,373,8,8,8
8361,1357,520,521,8,8,8
8505,1338,882,890,8,9,9
8520,1687,1024,1612,8,9,9
8550,957,1108,3204,8,9,9
8618,1780,638,325,8,8,8
8628,1045,406,268,8,8,7
8638,1220,449,324,8,8,8
8690,1633,1094,760,8,9,8
8691,995,1132,1703,8,9,9
8731,1576,514,827,8,8,8
8736,1071,722,1287,8,8,9
8755,1678,808,1208,8,8,9
8757,1755,675,425,8,8,8
8823,1128,313,491,8,7,8
8830,1348,1191,595,8,9,8
8837,1120,643,745,8,8,8
8840,1290,981,1518,8,9,9
8846,1010,446,371,8,8,8
8852,1756,524,1572,8,8,9
8859,1758,986,844,8,9,9
8863,973,470,359,8,8,8
8872,1489,739,499,8,8,8
8876,1736,1078,1318,8,9,9
8879,1572,799,651,8,8,8
8882,1044,558,430,8,8,8
8901,1692,807,434,8,8,8
8904,957,447,862,8,8,9
87105,1707,596,262,8,8,7
87106,1238,455,506,8,8,8
87107,1413,647,794,8,8,8
87113,1223,577,546,8,8,8
87122,1286,1096,1771,8,9,9
87501,1359,446,1003,8,8,9
87508,1405,608,870,8,8,9
88005,1172,368,338,8,7,8
88007,989,553,295,8,8,7
88012,1475,439,99,8,8,6
88101,1784,415,316,8,8,8
88201,1267,395,420,8,8,8
88210,1027,513,392,8,8,8
88310,1554,484,216,8,8,7
10013,1505,923,4315,8,9,9
10017,1672,1528,2556,8,9,9
10030,1420,536,731,8,8,8
10035,1218,544,551,8,8,8
10037,1197,447,389,8,8,8
10038,1651,984,2518,8,9,9
10044,996,518,939,8,8,9
10302,1140,470,501,8,8,8
10303,1663,860,306,8,9,7
10310,1634,969,726,8,9,8
10451,1274,478,349,8,8,8
10452,1598,284,243,8,7,7
10453,1316,575,186,8,8,7
10456,1780,402,437,8,8,8
10457,1426,402,287,8,8,7
10458,1655,614,332,8,8,8
10459,1109,303,263,8,7,7
10460,1239,480,315,8,8,8
10468,1789,621,447,8,8,8
10470,1069,360,349,8,7,8
10471,1783,761,1387,8,8,9
10472,1734,652,444,8,8,8
10509,1470,886,1223,8,9,9
10543,1286,727,2021,8,8,9
10550,1692,563,480,8,8,8
10552,1299,703,1065,8,8,9
10566,1394,772,665,8,8,8
10567,1494,1117,1767,8,9,9
10583,1686,1168,7245,8,9,9
10591,1536,933,1931,8,9,9
10603,1330,931,1174,8,9,9
10605,1236,923,1954,8,9,9
10606,1019,511,859,8,8,9
10703,1312,765,513,8,8,8
10708,1473,1105,2286,8,9,9
10805,1433,462,681,8,8,8
10901,1569,1047,1590,8,9,9
10918,1154,604,561,8,8,8
10924,964,583,799,8,8,8
10930,978,491,620,8,8,8
10952,1393,581,795,8,8,8
10954,1451,1445,1572,8,9,9
10965,1009,739,1137,8,8,9
10980,1252,618,826,8,8,8
10990,1527,1046,1278,8,9,9
11004,1221,671,528,8,8,8
11021,1346,764,1960,8,8,9
11050,1651,1087,3814,8,9,9
11224,1534,625,728,8,8,8
11231,1711,2068,4038,8,9,9
11232,1314,622,721,8,8,8
11356,1123,530,410,8,8,8
11360,1548,1001,903,8,9,9
11362,1429,1019,906,8,9,9
11369,1599,626,338,8,8,8
11370,1213,785,570,8,8,8
11411,1485,875,720,8,9,8
11414,1740,1055,1178,8,9,9
11415,1170,750,786,8,8,8
11416,1286,653,428,8,8,8
11423,1645,723,723,8,8,8
11426,1419,875,813,8,9,8
11427,1594,805,706,8,8,8
11428,1011,673,408,8,8,8
11433,1509,844,373,8,9,8
11436,1153,457,325,8,8,8
11501,1759,1108,1068,8,9,9
11530,1679,1406,3799,8,9,9
11542,1660,1038,1333,8,9,9
11552,1354,1156,1604,8,9,9
11553,1278,541,621,8,8,8
11563,1454,939,1631,8,9,9
11570,1470,1226,3027,8,9,9
11575,1061,504,489,8,8,8
11581,1190,1286,1354,8,9,9
11694,1327,1037,1115,8,9,9
11701,1637,1170,866,8,9,9
11703,1073,575,853,8,8,9
11714,1713,1387,1416,8,9,9
11726,1275,490,422,8,8,8
11738,1432,865,777,8,9,8
11742,1045,616,633,8,8,8
11747,1178,969,1880,8,9,9
11751,1204,719,831,8,8,9
11754,1349,755,1370,8,8,9
11755,961,637,834,8,8,9
11762,1695,1375,1754,8,9,9
11767,1103,845,1123,8,9,9
11768,1329,1035,2585,8,9,9
11778,967,523,511,8,8,8
11780,992,761,1674,8,8,9
11783,1404,1375,1797,8,9,9
11788,1203,901,1127,8,9,9
11791,1229,1008,3694,8,9,9
11795,1713,1333,1730,8,9,9
11803,1691,1570,3240,8,9,9
11937,1119,591,1588,8,8,9
11946,1045,638,839,8,8,9
11950,1280,581,363,8,8,8
11953,1159,620,375,8,8,8
11967,1745,811,809,8,9,8
12010,1553,541,267,8,8,7
12018,972,309,212,8,7,7
12019,1665,726,740,8,8,8
12047,1221,516,449,8,8,8
12054,1640,908,1052,8,9,9
12078,1000,310,196,8,7,7
12110,1486,643,516,8,8,8
12118,1436,686,424,8,8,8
12144,1666,793,322,8,8,8
12189,960,335,361,8,7,8
12208,1520,836,617,8,9,8
12304,1164,506,142,8,8,7
12306,1657,571,401,8,8,8
12477,1006,491,565,8,8,8
12508,1482,548,757,8,8,8
12524,1087,667,529,8,8,8
12528,1047,412,318,8,8,8
12533,1703,1141,1664,8,9,9
12538,1044,367,338,8,7,8
12561,1138,598,473,8,8,8
12771,970,419,284,8,8,7
12831,1164,815,568,8,9,8
12901,1592,716,358,8,8,8
13031,1139,605,405,8,8,8
13039,1704,644,576,8,8,8
13041,1033,498,253,8,8,7
13045,1342,547,421,8,8,8
13057,1075,304,243,8,7,7
13069,1200,246,255,8,7,7
13088,1696,469,241,8,8,7
13104,1079,808,1209,8,8,9
13212,1484,350,223,8,7,7
13215,1362,612,550,8,8,8
13219,1138,431,236,8,8,7
13413,1025,574,612,8,8,8
13501,1205,481,404,8,8,8
13502,1601,435,307,8,8,7
13601,1513,468,417,8,8,8
13662,982,228,145,8,7,7
13820,1171,299,172,8,7,7
13850,1531,532,716,8,8,8
13905,1163,292,348,8,7,8
14020,1473,312,265,8,7,7
14043,1656,559,224,8,8,7
14051,1628,1329,1420,8,9,9
14052,1673,732,566,8,8,8
14214,1019,326,301,8,7,7
14215,1200,242,263,8,7,7
14216,1542,771,498,8,8,8
14220,1427,377,96,8,8,6
14227,1468,476,127,8,8,6
14228,1347,645,514,8,8,8
14420,1158,450,257,8,8,7
14425,1068,320,159,8,7,7
14468,1638,403,281,8,8,7
14526,1583,1020,859,8,9,9
14559,1445,749,492,8,8,8
14564,1243,697,1037,8,8,9
14586,1191,387,110,8,8,6
14606,1194,307,137,8,7,7
14610,1207,413,644,8,8,8
14616,1494,313,249,8,7,7
14618,1716,1060,1413,8,9,9
14620,1160,422,417,8,8,8
14623,1145,314,134,8,7,7
14625,991,439,357,8,8,8
14701,1637,279,226,8,7,7
14760,964,195,256,8,7,7
14830,1356,447,575,8,8,8
14845,1588,474,348,8,8,8
27006,1137,400,597,8,8,8
27028,1203,437,168,8,8,7
27030,1509,281,333,8,7,8
27103,1704,544,565,8,8,8
27104,1672,884,1826,8,9,9
27127,1592,390,359,8,8,8
27205,1621,363,281,8,7,7
27217,1413,252,129,8,7,6
27253,1442,641,352,8,8,8
27278,1563,967,1332,8,9,9
27282,1142,499,433,8,8,8
27292,1604,234,252,8,7,7
27312,1648,838,1058,8,9,9
27320,1478,448,320,8,8,8
27332,1333,500,277,8,8,7
27358,963,560,880,8,8,9
27405,1515,209,281,8,7,7
27408,1057,654,1151,8,8,9
27501,991,287,280,8,7,7
27514,1379,906,1997,8,9,9
27518,1427,1189,1711,8,9,9
27523,1038,572,768,8,8,8
27530,1540,364,415,8,7,8
27534,1654,321,252,8,7,7
27545,1640,522,309,8,8,7
27549,1323,262,170,8,7,7
27565,1038,236,320,8,7,8
27577,1222,216,203,8,7,7
27591,1290,308,266,8,7,7
27592,1335,345,197,8,7,7
27596,1276,521,481,8,8,8
27597,1424,470,461,8,8,8
27607,1578,641,1325,8,8,9
27608,989,592,1265,8,8,9
27704,1540,272,231,8,7,7
27803,1135,353,325,8,7,8
27804,1405,325,552,8,7,8
27889,1182,525,352,8,8,8
27893,992,239,176,8,7,7
27896,1481,467,421,8,8,8
27909,1696,611,310,8,8,7
27958,1114,343,233,8,7,7
28001,1207,357,256,8,7,7
28012,1779,624,596,8,8,8
28036,1109,744,1626,8,8,9
28037,1376,774,1325,8,8,9
28052,1245,244,86,8,7,6
28054,1495,451,407,8,8,8
28075,1605,928,800,8,9,8
28081,1000,483,465,8,8,8
28112,1446,445,280,8,8,7
28120,1254,557,344,8,8,8
28146,1058,528,328,8,8,8
28147,1248,333,146,8,7,7
28202,1361,685,1347,8,8,9
28203,1470,950,1371,8,9,9
28208,1197,325,267,8,7,7
28209,1758,1001,1536,8,9,9
28211,1767,1064,3086,8,9,9
28212,1123,303,155,8,7,7
28217,1286,330,146,8,7,7
28262,1610,835,386,8,9,8
28303,1127,391,387,8,8,8
28304,1463,585,208,8,8,7
28311,1602,551,423,8,8,8
28326,1095,312,267,8,7,7
28327,979,311,219,8,7,7
28358,1294,267,294,8,7,7
28374,1370,779,997,8,8,9
28387,966,521,566,8,8,8
28403,1405,530,952,8,8,9
28443,1637,725,588,8,8,8
28461,1135,661,701,8,8,8
28532,1100,290,106,8,7,6
28557,968,315,367,8,7,8
28560,1153,471,335,8,8,8
28570,1010,490,209,8,8,7
28602,1269,317,233,8,7,7
28607,1523,660,558,8,8,8
28613,1158,143,305,8,6,7
28645,1464,514,214,8,8,7
28658,1076,345,236,8,7,7
28677,1429,372,238,8,8,7
28681,1150,409,256,8,8,7
28704,1318,346,605,8,7,8
28715,1461,483,362,8,8,8
28732,1356,287,430,8,7,8
28734,1254,188,193,8,7,7
28739,1344,460,580,8,8,8
28752,1226,321,188,8,7,7
28779,1109,162,295,8,6,7
28786,996,393,357,8,8,8
28787,1223,285,393,8,7,8
28791,1084,328,270,8,7,7
28792,1565,371,427,8,8,8
28803,1701,987,905,8,9,9
28804,1296,840,898,8,9,9
28805,1126,398,402,8,8,8
58102,1541,741,493,8,8,8
58401,1013,355,210,8,7,7
43023,1065,480,703,8,8,8
43031,1007,420,396,8,8,8
43050,1432,440,214,8,8,7
43056,1041,349,382,8,7,8
43064,1171,605,714,8,8,8
43074,1137,377,435,8,8,8
43113,1544,453,257,8,8,7
43125,1063,179,138,8,7,7
43140,1183,521,319,8,8,8
43160,980,366,250,8,7,7
43201,1024,493,502,8,8,8
43202,1230,457,355,8,8,8
43206,1392,556,627,8,8,8
43207,1649,378,188,8,8,7
43209,1655,862,1405,8,9,9
43212,1638,1059,1167,8,9,9
43213,1017,310,210,8,7,7
43215,1667,440,792,8,8,8
43219,969,274,76,8,7,6
43224,1156,226,143,8,7,7
43231,1097,173,136,8,7,7
43232,1478,352,71,8,7,6
43311,1320,245,150,8,7,7
43402,1424,543,569,8,8,8
43420,1249,349,211,8,7,7
43512,1596,443,429,8,8,8
43528,1229,441,554,8,8,8
43558,1012,257,205,8,7,7
43606,1101,469,451,8,8,8
43612,1142,99,53,8,6,5
43616,1335,622,358,8,8,8
43623,1233,578,441,8,8,8
44001,1451,567,490,8,8,8
44004,1125,339,131,8,7,6
44012,1718,1005,1329,8,9,9
44017,1090,459,208,8,8,7
44022,1135,964,1971,8,9,9
44023,1464,1112,1344,8,9,9
44026,1144,451,364,8,8,8
44053,1006,341,150,8,7,7
44056,1162,643,436,8,8,8
44057,1220,378,230,8,8,7
44067,1757,722,684,8,8,8
44087,1683,817,670,8,9,8
44089,1037,301,328,8,7,8
44102,1047,490,378,8,8,8
44109,1113,329,168,8,7,7
44111,1691,348,337,8,7,8
44113,1179,672,662,8,8,8
44116,1477,793,1377,8,8,9
44120,1130,503,978,8,8,9
44125,1531,219,201,8,7,7
44126,1261,464,361,8,8,8
44138,1751,831,684,8,9,8
44139,1635,992,2042,8,9,9
44140,1363,847,954,8,9,9
44141,1404,612,1005,8,8,9
44142,1128,226,112,8,7,6
44143,1685,903,828,8,9,9
44146,1420,534,189,8,8,7
44147,1604,611,1263,8,8,9
44149,1561,983,1019,8,9,9
44202,1639,826,1092,8,9,9
44223,1049,603,358,8,8,8
44241,1134,332,133,8,7,7
44266,1661,625,250,8,8,7
44278,1606,561,336,8,8,8
44312,1394,540,197,8,8,7
44313,1480,634,837,8,8,9
44319,1600,562,426,8,8,8
44321,1314,608,763,8,8,8
44333,1398,551,1125,8,8,9
44406,1731,700,821,8,8,8
44410,1302,295,311,8,7,7
44460,1320,295,301,8,7,7
44484,1093,342,375,8,7,8
44515,1364,274,270,8,7,7
44601,1351,476,226,8,8,7
44614,1165,325,191,8,7,7
44641,1348,400,138,8,8,7
44647,964,217,116,8,7,6
44663,1293,239,263,8,7,7
44708,1546,522,379,8,8,8
44721,1258,356,342,8,7,8
44805,1368,465,402,8,8,8
44830,978,144,114,8,6,6
44857,1143,394,187,8,8,7
44883,1294,383,230,8,8,7
44903,1107,414,188,8,8,7
45030,1293,581,306,8,8,7
45042,1366,451,376,8,8,8
45067,1077,238,230,8,7,7
45102,1539,467,237,8,8,7
45177,1336,404,282,8,8,7
45202,1081,566,1144,8,8,9
45208,1626,1073,1967,8,9,9
45209,1101,514,442,8,8,8
45212,1223,343,264,8,7,7
45213,1027,285,194,8,7,7
45215,1661,744,952,8,8,9
45224,1119,260,252,8,7,7
45227,1043,444,483,8,8,8
45233,1239,668,599,8,8,8
45236,1745,612,701,8,8,8
45239,1577,322,114,8,7,6
45240,1413,575,312,8,8,7
45242,1576,1104,1857,8,9,9
45243,1091,923,1538,8,9,9
45245,1366,605,617,8,8,8
45248,1637,790,875,8,8,9
45251,1411,585,254,8,8,7
45255,1544,930,882,8,9,9
45305,986,552,627,8,8,8
45322,1523,431,260,8,8,7
45331,995,225,176,8,7,7
45356,1298,384,70,8,8,6
45365,1674,642,266,8,8,7
45371,1465,693,615,8,8,8
45377,1048,514,232,8,8,7
45419,1062,557,820,8,8,8
45420,1143,241,50,8,7,5
45434,1146,650,680,8,8,8
45440,1574,887,708,8,9,8
45502,1278,507,269,8,8,7
45503,1406,475,276,8,8,7
45662,1022,188,269,8,7,7
45701,1246,522,390,8,8,8
45750,1329,391,374,8,8,8
45805,1068,290,298,8,7,7
45822,1141,252,212,8,7,7
45875,1031,244,238,8,7,7
45885,1002,239,49,8,7,5
45895,1201,294,197,8,7,7
73003,1390,665,667,8,8,8
73010,1371,526,412,8,8,8
73044,1065,382,370,8,8,8
73064,1684,678,383,8,8,8
73069,1258,448,248,8,8,7
73110,1117,274,127,8,7,6
73112,1530,528,475,8,8,8
73130,1082,565,184,8,8,7
73132,1416,586,524,8,8,8
73135,1288,265,220,8,7,7
73142,1230,424,734,8,8,8
73159,1431,423,109,8,8,6
73401,1653,525,434,8,8,8
73507,1284,229,297,8,7,7
73521,973,399,177,8,8,7
73533,1129,408,298,8,8,7
74006,1737,701,883,8,8,9
74017,1386,465,249,8,8,7
74019,1374,522,389,8,8,8
74021,1349,585,327,8,8,8
74037,1361,738,722,8,8,8
74066,1641,517,444,8,8,8
74074,1514,543,653,8,8,8
74105,1276,691,1468,8,8,9
74114,995,422,1189,8,8,9
74135,1369,520,536,8,8,8
74136,1202,788,913,8,8,9
74403,1458,537,265,8,8,7
74429,1023,293,129,8,7,6
74501,1360,319,355,8,7,8
74701,1050,203,332,8,7,8
74804,1004,276,269,8,7,7
74820,1602,409,424,8,8,8
97005,1265,604,478,8,8,8
97013,1634,612,518,8,8,8
97015,1656,582,835,8,8,9
97031,1280,449,599,8,8,8
97034,1200,1008,2392,8,9,9
97038,1015,381,158,8,8,7
97051,1117,271,211,8,7,7
97055,1247,559,438,8,8,8
97056,1059,358,330,8,7,8
97060,1633,411,406,8,8,8
97071,1145,515,180,8,8,7
97089,1118,677,427,8,8,8
97103,1238,344,188,8,7,7
97116,1416,734,514,8,8,8
97201,1012,483,1283,8,8,9
97210,1207,432,1331,8,8,9
97215,1426,804,965,8,8,9
97232,1138,474,711,8,8,8
97233,1429,323,178,8,7,7
97236,1779,701,478,8,8,8
97239,1519,1010,1723,8,9,9
97266,1499,535,362,8,8,8
97305,1299,625,200,8,8,7
97317,1221,651,270,8,8,7
97333,1200,615,404,8,8,8
97338,1339,398,279,8,8,7
97355,1575,471,361,8,8,8
97381,1095,456,412,8,8,8
97420,1328,285,277,8,7,7
97471,1475,598,677,8,8,8
97477,1418,259,246,8,7,7
97501,1757,607,268,8,8,7
97502,1417,504,579,8,8,8
97520,1634,696,883,8,8,9
97524,1193,193,460,8,7,8
97526,1414,419,510,8,8,8
97527,1538,434,340,8,8,8
97601,1014,405,274,8,8,7
97603,1478,372,197,8,8,7
97801,1036,347,162,8,7,7
97838,1208,470,344,8,8,8
15009,1162,475,460,8,8,8
15012,1225,439,354,8,8,8
15017,1101,509,576,8,8,8
15057,1251,773,576,8,8,8
15090,1579,1181,2305,8,9,9
15106,1283,320,605,8,7,8
15116,1340,526,394,8,8,8
15120,1139,374,229,8,8,7
15122,1119,391,263,8,8,7
15136,1251,740,544,8,8,8
15143,1431,873,1963,8,9,9
15147,1038,289,301,8,7,7
15201,1020,491,513,8,8,8
15202,1218,437,442,8,8,8
15205,1411,549,347,8,8,8
15206,1311,878,1191,8,9,9
15209,1090,471,120,8,8,6
15212,1495,545,492,8,8,8
15216,1773,571,542,8,8,8
15217,1728,962,1772,8,9,9
15218,1041,340,333,8,7,8
15220,1512,640,361,8,8,8
15221,1647,663,589,8,8,8
15226,1105,209,182,8,7,7
15228,1453,943,1396,8,9,9
15229,1256,402,241,8,8,7
15234,1129,334,214,8,7,7
15241,1756,981,1940,8,9,9
15243,992,622,788,8,8,8
15401,1516,431,487,8,8,8
15425,992,302,185,8,7,7
15613,997,305,205,8,7,7
15644,1304,342,365,8,7,8
15650,1757,379,468,8,8,8
15701,1741,626,452,8,8,8
15905,1268,345,175,8,7,7
16002,1378,297,307,8,7,7
16046,1343,827,1499,8,9,9
16101,1471,429,295,8,8,7
16117,1027,299,129,8,7,6
16148,1238,315,301,8,7,7
16201,970,258,315,8,7,8
16335,1198,392,304,8,8,7
16365,971,217,197,8,7,7
16505,1281,336,479,8,7,8
16506,1629,619,675,8,8,8
16510,1611,449,379,8,8,8
16601,1205,439,331,8,8,8
16602,1280,326,251,8,7,7
16648,1036,415,272,8,8,7
16803,1525,632,1003,8,8,9
17015,1591,927,707,8,9,8
17019,1428,620,533,8,8,8
17025,1114,617,345,8,8,8
17036,1558,764,1321,8,8,9
17044,974,245,170,8,7,7
17046,1135,334,201,8,7,7
17057,1407,511,275,8,8,7
17070,1326,558,272,8,8,7
17078,1361,618,433,8,8,8
17109,1420,374,188,8,8,7
17110,1666,656,403,8,8,8
17201,1225,429,249,8,8,7
17225,1459,546,355,8,8,8
17257,1574,527,343,8,8,8
17319,1021,316,147,8,7,7
17325,1742,621,606,8,8,8
17356,1563,560,248,8,8,7
17406,1495,602,450,8,8,8
17517,1367,310,285,8,7,7
17545,1390,619,333,8,8,8
17552,1444,486,415,8,8,8
17815,1460,618,402,8,8,8
17821,1014,437,464,8,8,8
17837,961,628,458,8,8,8
17901,1189,338,280,8,7,7
18015,1573,517,653,8,8,8
18020,1677,734,812,8,8,8
18036,1231,520,927,8,8,9
18040,1289,748,899,8,8,9
18049,1424,656,655,8,8,8
18067,1421,515,179,8,8,7
18073,974,515,329,8,8,8
18235,1268,336,176,8,7,7
18301,1201,659,696,8,8,8
18302,1214,396,252,8,8,7
18337,1148,437,635,8,8,8
18360,1680,555,639,8,8,8
18411,1748,784,792,8,8,8
18612,1155,688,484,8,8,8
18657,961,219,111,8,7,6
18702,1502,602,318,8,8,8
18707,1201,760,567,8,8,8
18902,1266,1211,2443,8,9,9
18914,1603,1293,1464,8,9,9
18938,980,605,1851,8,8,9
18960,979,432,297,8,8,7
18964,965,608,361,8,8,8
18969,1195,514,509,8,8,8
18976,1252,1019,1449,8,9,9
19001,1607,771,445,8,8,8
19003,1229,578,1003,8,8,9
19006,1595,949,1421,8,9,9
19007,1254,416,354,8,8,8
19008,1537,872,1344,8,9,9
19010,963,791,2331,8,8,9
19014,1733,766,670,8,8,8
19015,1020,374,136,8,8,7
19018,1706,483,211,8,8,7
19023,1134,184,83,8,7,6
19027,1412,818,1251,8,9,9
19036,975,344,214,8,7,7
19040,1666,753,814,8,8,8
19044,1438,627,518,8,8,8
19046,1625,867,1329,8,9,9
19050,1258,730,433,8,8,8
19054,1549,446,278,8,8,7
19055,979,331,68,8,7,6
19056,1123,589,312,8,8,7
19057,1504,439,161,8,8,7
19061,1135,710,268,8,8,7
19073,1140,838,2182,8,9,9
19078,974,527,173,8,8,7
19082,1196,572,355,8,8,8
19086,1023,657,981,8,8,9
19090,1356,660,424,8,8,8
19106,1301,915,1383,8,9,9
19107,1045,401,689,8,8,8
19116,1771,1027,553,8,9,8
19119,1373,919,1431,8,9,9
19123,1256,953,1119,8,9,9
19124,1595,540,213,8,8,7
19131,1620,394,255,8,8,7
19134,1501,489,280,8,8,7
19135,1122,312,140,8,7,7
19136,1742,507,256,8,8,7
